step,loss,sigma,lr,val_bler
0,2.100679874420166,0.22360679774997896,1e-06,0.999755859375
500,0.7280407547950745,0.2472066162365221,0.00025100000000000003,0.9771728515625
1000,0.6726287603378296,0.268741924943285,0.000501,0.9786376953125
1500,0.7445893287658691,0.2886751345948129,0.000751,0.98095703125
2000,0.833048403263092,0.3073181485764296,0.0009999999968528048,0.9769287109375
2500,0.8880305290222168,0.32489314482696546,0.0009992102588219365,0.9775390625
3000,0.9427769780158997,0.3415650255319866,0.000996849820626807,0.9779052734375
3500,1.0090173482894897,0.35746017649212025,0.0009929261090792561,0.97314453125
4000,1.068979263305664,0.37267799624996495,0.0009874514696274462,0.9755859375
4500,1.1173021793365479,0.3872983346207417,0.000980443127512514,0.972900390625
5000,1.1572651863098145,0.4013864859597432,0.0009719231335715897,0.97216796875
5500,1.1918169260025024,0.4149966532662911,0.0009619182948577062,0.9697265625
6000,1.2286957502365112,0.42817441928883765,0.0009504600902948906,0.9635009765625
6500,1.2538836002349854,0.4409585518440985,0.0009375845716338252,0.963134765625
7000,1.27328360080719,0.45338235029118146,0.000923332250019701,0.9613037109375
7500,1.312084436416626,0.4654746681256314,0.0009077479685291668,0.9617919921875
8000,1.3495478630065918,0.4772607021092118,0.0008908807610774207,0.9632568359375
8500,1.3683388233184814,0.4887626099538393,0.000872783698139372,0.964599609375
9000,1.3918509483337402,0.5,0.0008535137197702918,0.9652099609375
9500,1.3790180683135986,0.5,0.0008331314564513348,0.9658203125
10000,1.391596794128418,0.5,0.0008117010383236134,0.962890625
10500,1.3912447690963745,0.5,0.0007892898934110488,0.962158203125
11000,1.3874449729919434,0.5,0.0007659685354668607,0.9627685546875
11500,1.3934953212738037,0.5,0.0007418103421112131,0.9609375
12000,1.3819996118545532,0.5,0.0007168913239580735,0.9654541015625
12500,1.3821187019348145,0.5,0.0006912898854577002,0.9642333984375
13000,1.3810205459594727,0.5,0.0006650865782072358,0.9654541015625
13500,1.3828628063201904,0.5,0.0006383638475055801,0.965576171875
14000,1.3974777460098267,0.5,0.0006112057729499786,0.9598388671875
14500,1.3858697414398193,0.5,0.0005836978038905031,0.9635009765625
15000,1.387191653251648,0.5,0.0005559264905747829,0.9647216796875
15500,1.3879623413085938,0.5,0.0005279792118289058,0.9639892578125
16000,1.3913114070892334,0.5,0.0004999439001313037,0.96240234375
16500,1.3838613033294678,0.5,0.0004719087649446433,0.965087890625
17000,1.3876392841339111,0.5,0.0004439620151762232,0.9627685546875
17500,1.3919920921325684,0.5,0.0004161915816401162,0.962158203125
18000,1.3857693672180176,0.5,0.00038868484039429775,0.9613037109375
18500,1.387892246246338,0.5,0.00036152833782324156,0.961181640625
19000,1.3898632526397705,0.5,0.0003348075183309741,0.9605712890625
19500,1.399883508682251,0.5,0.0003086064555013695,0.9581298828125
20000,1.3858325481414795,0.5,0.00028300758757154887,0.9622802734375
20500,1.388784408569336,0.5,0.000258091458050689,0.9622802734375
21000,1.3977830410003662,0.5,0.00023393646230034177,0.9586181640625
21500,1.3975484371185303,0.5,0.00021061860087362617,0.9599609375
22000,1.3925490379333496,0.5,0.00018821124038936822,0.9605712890625
22500,1.3836033344268799,0.5,0.0001667848826935764,0.9581298828125
23000,1.3891364336013794,0.5,0.0001464069430345506,0.96337890625
23500,1.3912742137908936,0.5,0.0001271415379495693,0.964599609375
24000,1.4046640396118164,0.5,0.00010904928353054378,0.9608154296875
24500,1.3757758140563965,0.5,9.218710470336516e-05,0.9620361328125
25000,1.39306640625,0.5,7.660805612102956e-05,0.9661865234375
25500,1.3846619129180908,0.5,6.23611552340696e-05,0.96044921875
26000,1.387223243713379,0.5,4.949122806352141e-05,0.960693359375
26500,1.3848707675933838,0.5,3.803876816167806e-05,0.9635009765625
27000,1.3996739387512207,0.5,2.803980920439253e-05,0.963134765625
27500,1.3925411701202393,0.5,1.9525811615803302e-05,0.9610595703125
28000,1.3907456398010254,0.5,1.2523563582199582e-05,0.9630126953125
28500,1.400596022605896,0.5,7.055096766477476e-06,0.9591064453125
29000,1.3926231861114502,0.5,3.1376169883770013e-06,0.956787109375
29500,1.3850961923599243,0.5,7.834500886081397e-07,0.959228515625
29999,1.3890169858932495,0.5,0.0,0.9620361328125
