epoch,train_loss,val_loss,lr
1,0.2629161606733764,0.0021399947676459343,0.0009990133642141358
2,0.0008075028731120006,0.0007120516189994911,0.000996057350657239
3,0.0004397913922713167,0.00046634674048603975,0.0009911436253643444
4,0.0003095050794419218,0.0003320414826607074,0.0009842915805643156
5,0.00022994288329770415,0.00025266360508550593,0.0009755282581475769
6,0.0001838703247763648,0.0002015315415526975,0.0009648882429441258
7,0.0001462503528262623,0.00016677864198762226,0.0009524135262330099
8,0.00012572352781596794,0.00014096353088535854,0.0009381533400219318
9,0.0001089887134978508,0.00012103522660653675,0.0009221639627510075
10,9.380277452234126e-05,0.00010531898477915447,0.0009045084971874736
11,8.316299320822229e-05,9.278940996136214e-05,0.0008852566213878945
12,7.359553177675329e-05,8.253547317079624e-05,0.0008644843137107056
13,6.5804655209842e-05,7.429355519423376e-05,0.0008422735529643443
14,5.952968103131367e-05,6.729219023874635e-05,0.0008187119948743448
15,5.5174737402315564e-05,6.13452942390752e-05,0.0007938926261462366
16,5.0513456925024864e-05,5.630942864146659e-05,0.0007679133974894982
17,4.662266862351639e-05,5.205278483014062e-05,0.0007408768370508576
18,4.352717259071765e-05,4.831949837256897e-05,0.0007128896457825362
19,3.986127555584172e-05,4.5066926537490474e-05,0.0006840622763423389
20,3.7966608770943556e-05,4.240361655630716e-05,0.0006545084971874735
21,3.582365973694327e-05,3.9922512643705537e-05,0.0006243449435824271
22,3.3742992624906875e-05,3.7670135498046875e-05,0.0005936906572928622
23,3.2047289790710586e-05,3.572401983842795e-05,0.000562666616782152
24,3.059620556314795e-05,3.392134255510036e-05,0.0005313952597646566
25,2.9798940615480804e-05,3.249083108049098e-05,0.0004999999999999998
26,2.8212301586483536e-05,3.114173082801385e-05,0.00046860474023534314
27,2.6555771544834666e-05,2.9974836644118393e-05,0.00043733338321784774
28,2.608936167243388e-05,2.88428329839939e-05,0.00040630934270713756
29,2.4992241666754917e-05,2.778448709627477e-05,0.00037565505641757246
30,2.4407186133505766e-05,2.67804153566438e-05,0.00034549150281252633
31,2.341490266615515e-05,2.6195029902264356e-05,0.00031593772365766105
32,2.2570855813751814e-05,2.5415808204712908e-05,0.00028711035421746355
33,2.2605519490675664e-05,2.4935094336434874e-05,0.0002591231629491422
34,2.2077954979517098e-05,2.4221776946773374e-05,0.00023208660251050145
35,2.1118080674280658e-05,2.384573463501969e-05,0.00020610737385376337
36,2.1105962459368953e-05,2.325647233746855e-05,0.00018128800512565502
37,2.0765243714102036e-05,2.290369049320376e-05,0.00015772644703565555
38,2.0854298395050213e-05,2.2694347350577998e-05,0.00013551568628929425
39,1.996516055411942e-05,2.2512141296784847e-05,0.00011474337861210535
40,2.0009124255140564e-05,2.1953892872083887e-05,9.549150281252626e-05
41,1.9395323240947602e-05,2.181820753144055e-05,7.783603724899252e-05
42,1.9781132983342395e-05,2.1639878187722307e-05,6.184665997806817e-05
43,1.9619650887478148e-05,2.1589480764497585e-05,4.7586473766990294e-05
44,1.9382641393033267e-05,2.1539083341272866e-05,3.5111757055874305e-05
45,1.9590905389333493e-05,2.1496439367775024e-05,2.4471741852423218e-05
46,1.903684992064121e-05,2.1453795394277185e-05,1.5708419435684507e-05
47,1.9290204896868467e-05,2.1430535045096546e-05,8.856374635655634e-06
48,1.9370523186721982e-05,2.1426658320233106e-05,3.942649342761115e-06
49,1.9108713685353803e-05,2.1426658320233106e-05,9.866357858642198e-07
50,1.8944695225926985e-05,2.1426658320233106e-05,0.0
