epoch,train_loss,val_loss,lr
1,0.002214331770740696,0.0005896030705160938,0.0009990133642141358
2,0.001456651708934606,0.0006000647395641006,0.000996057350657239
3,0.0013742001609432007,0.000582052118379653,0.0009911436253643444
4,0.0013241283702895258,0.0006022843162196014,0.0009842915805643156
5,0.0012985011989286007,0.0005919610143533143,0.0009755282581475769
6,0.0012909056553859308,0.0005944608753297205,0.0009648882429441258
7,0.0012781200203912477,0.0005616802486545611,0.0009524135262330099
8,0.001268110560015478,0.0005966221035374859,0.0009381533400219318
9,0.001262654861089626,0.0005718601713282609,0.0009221639627510075
10,0.001253195024969554,0.0005603995911466578,0.0009045084971874736
11,0.0012536414386484394,0.0006302085521013847,0.0008852566213878945
12,0.001246390831777848,0.0005561824295503216,0.0008644843137107056
13,0.00124839669694556,0.0005536965048129905,0.0008422735529643443
14,0.0012429479130347816,0.0005642330248904513,0.0008187119948743448
15,0.0012383664141895677,0.0005595197319526346,0.0007938926261462366
16,0.001244128793455995,0.0005796690920095254,0.0007679133974894982
17,0.0012376938303095897,0.0005593519521559157,0.0007408768370508576
18,0.001238586017245484,0.0005984384229603579,0.0007128896457825362
19,0.0012369458404001966,0.0005652580712637977,0.0006840622763423389
20,0.0012307041580623664,0.0005562911094052763,0.0006545084971874735
21,0.001231293866067385,0.0005730753052294467,0.0006243449435824271
22,0.001225546269069908,0.0005541430212220374,0.0005936906572928622
23,0.0012313029761855483,0.0005595812032650399,0.000562666616782152
