epoch,train_loss,val_loss,lr
1,1.1105251488392516,1.3972724671892034,0.0009990133642141358
2,1.053110463117595,1.4845135005387833,0.000996057350657239
3,1.049006773224959,1.3339044870884438,0.0009911436253643444
4,1.0385774169689657,1.3881361918236181,0.0009842915805643156
5,1.0371438789029492,1.2241267919298109,0.0009755282581475769
6,1.0298847134795313,1.2798643207889262,0.0009648882429441258
7,1.0273549063549539,1.2129266243882295,0.0009524135262330099
8,1.0270663852105468,1.2281431754430134,0.0009381533400219318
9,1.0339641551317615,1.2914111520943603,0.0009221639627510075
10,1.0237174917620124,1.3494167199464349,0.0009045084971874736
11,1.0201787669607933,1.2958254562160834,0.0008852566213878945
12,1.01907909938066,1.2734791974468929,0.0008644843137107056
13,1.0070712202829672,1.3366698864393118,0.0008422735529643443
14,1.026993745889506,1.3473237109620397,0.0008187119948743448
15,1.0071894792800253,1.4097735591051055,0.0007938926261462366
16,1.004256084878394,1.3502978153102767,0.0007679133974894982
17,1.0166092702401164,1.3854735433086147,0.0007408768370508576
