step,loss,sigma,lr,val_bler
0,2.101710081100464,0.22360679774997896,1e-06,0.99951171875
500,0.2899405360221863,0.23094010767585033,0.00025100000000000003,0.8489990234375
1000,0.006690408568829298,0.23804761428476168,0.000501,0.8878173828125
1500,0.010246987454593182,0.24494897427831783,0.000751,0.901611328125
2000,0.00022539081692229956,0.2516611478423583,0.0009999999997430862,0.91015625
2500,0.00041654816595837474,0.2581988897471611,0.000999935515740185,0.9219970703125
3000,0.0044690994545817375,0.2645751311064591,0.000999742594103763,0.9202880859375
3500,0.0008745465311221778,0.27080128015453203,0.000999421284397009,0.915771484375
4000,0.0007563441176898777,0.27688746209726917,0.0009989716691670863,0.9132080078125
4500,0.00047504735994152725,0.282842712474619,0.000998393863923924,0.918212890625
5000,0.0006469091749750078,0.2886751345948129,0.0009976880171105422,0.9180908203125
5500,0.0022455966100096703,0.2943920288775949,0.000996854310064917,0.9197998046875
6000,0.0031529595144093037,0.30000000000000004,0.0009958929569733918,0.919921875
6500,0.0037405025213956833,0.30550504633038933,0.0009948042048156507,0.91357421875
7000,0.0036866154987365007,0.3109126351029605,0.0009935883333012695,0.9122314453125
7500,0.006730915978550911,0.31622776601683794,0.000992245654797853,0.9132080078125
8000,0.009744040668010712,0.32145502536643183,0.0009907765142507876,0.9058837890625
8500,0.016314106062054634,0.32659863237109044,0.000989181289094621,0.900390625
9000,0.02813638746738434,0.33166247903553997,0.0009874603891560961,0.89453125
9500,0.03292381763458252,0.33665016461206926,0.0009856142565488626,0.8900146484375
10000,0.04652361571788788,0.3415650255319866,0.000983643365559895,0.882080078125
10500,0.04762539267539978,0.34641016151377546,0.0009815482225276442,0.879150390625
11000,0.06942486763000488,0.3511884584284246,0.0009793293657119548,0.8704833984375
11500,0.07949414849281311,0.3559026084010437,0.0009769873651557814,0.86328125
12000,0.09865148365497589,0.36055512754639896,0.0009745228225387402,0.8704833984375
12500,0.11211884021759033,0.36514837167011077,0.0009719363710225316,0.8636474609375
13000,0.13560888171195984,0.3696845502136472,0.0009692286750882768,0.8489990234375
13500,0.14537669718265533,0.37416573867739417,0.0009664004303658064,0.8448486328125
14000,0.17934691905975342,0.37859388972001823,0.0009634523634549473,0.857421875
14500,0.182766854763031,0.38297084310253526,0.0009603852317388531,0.8465576171875
15000,0.21491575241088867,0.3872983346207417,0.0009571998231894256,0.8353271484375
15500,0.23238085210323334,0.3915780041490244,0.0009538969561648796,0.8270263671875
16000,0.24873080849647522,0.39581140290126393,0.0009504774791994979,0.8140869140625
16500,0.2799581289291382,0.4,0.000946942270785637,0.826416015625
17000,0.3005906045436859,0.40414518843273806,0.0009432922391480348,0.80810546875
17500,0.3089994192123413,0.408248290463863,0.0009395283220104795,0.827392578125
18000,0.3327937126159668,0.412310562561766,0.0009356514863549015,0.82421875
18500,0.3520026206970215,0.41633319989322654,0.0009316627281729464,0.8153076171875
19000,0.358390748500824,0.4203173404306164,0.0009275630722100973,0.8052978515625
19500,0.39292675256729126,0.4242640687119285,0.0009233535717024091,0.8037109375
20000,0.41641128063201904,0.42817441928883765,0.0009190353081059222,0.802001953125
20500,0.4439009726047516,0.4320493798938574,0.0009146093908188284,0.800048828125
21000,0.4283764958381653,0.43588989435406733,0.0009100769568964576,0.793212890625
21500,0.46090167760849,0.439696865275764,0.0009054391707591571,0.794921875
22000,0.48586505651474,0.443471156521669,0.0009006972238931437,0.79931640625
22500,0.493346631526947,0.4472135954999579,0.0008958523345444005,0.790283203125
23000,0.5075746774673462,0.4509249752822895,0.0008909057474056986,0.79296875
23500,0.5262643098831177,0.4546060565661952,0.0008858587332968261,0.7984619140625
24000,0.5447028875350952,0.45825756949558405,0.0008807125888381035,0.7840576171875
24500,0.571897029876709,0.4618802153517006,0.00087546863611727,0.7904052734375
25000,0.5744240283966064,0.4654746681256314,0.0008701282223498299,0.7904052734375
25500,0.584965705871582,0.469041575982343,0.0008646927195329401,0.7923583984375
26000,0.6199085116386414,0.47258156262526085,0.0008591635240929331,0.783935546875
26500,0.6319066286087036,0.47609522856952335,0.0008535420565265639,0.7752685546875
27000,0.6346232891082764,0.47958315233127197,0.0008478297610360709,0.7801513671875
27500,0.6434597969055176,0.48304589153964794,0.00084202810515815,0.779296875
28000,0.6753233671188354,0.4864839839775475,0.0008361385793869307,0.7763671875
28500,0.6665726900100708,0.4898979485566356,0.0008301626967910567,0.775634765625
29000,0.684057354927063,0.49328828623162474,0.0008241019926249651,0.78759765625
29500,0.6937763094902039,0.49665548085837796,0.0008179580239344666,0.782958984375
30000,0.7044934034347534,0.5,0.0008117323691567282,0.783203125
30500,0.7153817415237427,0.5,0.0008054266277147588,0.7794189453125
31000,0.7162384986877441,0.5,0.0007990424196065036,0.7852783203125
31500,0.7333372235298157,0.5,0.0007925813849886543,0.781494140625
32000,0.7113124132156372,0.5,0.0007860451837552772,0.77734375
32500,0.7216393947601318,0.5,0.0007794354951113747,0.7696533203125
33000,0.7084317207336426,0.5,0.0007727540171414814,0.772705078125
33500,0.6979876756668091,0.5,0.0007660024663734132,0.77587890625
34000,0.7077877521514893,0.5,0.0007591825773372765,0.7803955078125
34500,0.695062518119812,0.5,0.0007522961021198524,0.770263671875
35000,0.7103395462036133,0.5,0.0007453448099144716,0.78076171875
35500,0.6971546411514282,0.5,0.0007383304865664937,0.7708740234375
36000,0.6894234418869019,0.5,0.0007312549341145082,0.7640380859375
36500,0.7009036540985107,0.5,0.000724119970327375,0.7696533203125
37000,0.7082273364067078,0.5,0.0007169274282372265,0.761474609375
37500,0.7173587083816528,0.5,0.0007096791556685434,0.771484375
38000,0.7195330858230591,0.5,0.0007023770147634354,0.7642822265625
38500,0.7106859087944031,0.5,0.0006950228815032401,0.759765625
39000,0.701121985912323,0.5,0.0006876186452265672,0.751708984375
39500,0.7238368988037109,0.5,0.0006801662081439135,0.7662353515625
40000,0.7185938954353333,0.5,0.0006726674848489665,0.761962890625
40500,0.7115175724029541,0.5,0.0006651244018267312,0.755126953125
41000,0.7064959406852722,0.5,0.0006575388969585989,0.7606201171875
41500,0.704110860824585,0.5,0.0006499129190244894,0.76123046875
42000,0.7106924057006836,0.5,0.0006422484272021935,0.754150390625
42500,0.7163183093070984,0.5,0.0006345473905640431,0.7579345703125
43000,0.6948824524879456,0.5,0.0006268117875710401,0.767333984375
43500,0.688157320022583,0.5,0.0006190436055645737,0.7569580078125
44000,0.7011611461639404,0.5,0.0006112448402558551,0.7518310546875
44500,0.7120242118835449,0.5,0.0006034174952132027,0.7554931640625
45000,0.7069305181503296,0.5,0.000595563581347309,0.7481689453125
45500,0.723308801651001,0.5,0.0005876851163946198,0.75439453125
46000,0.7193136811256409,0.5,0.0005797841243989618,0.755859375
46500,0.7203105688095093,0.5,0.0005718626351915479,0.751953125
47000,0.7148341536521912,0.5,0.0005639226838694975,0.745361328125
47500,0.7335240840911865,0.5,0.0005559663102730017,0.7581787109375
48000,0.7058308124542236,0.5,0.000547995558461272,0.75390625
48500,0.7036552429199219,0.5,0.0005400124761874045,0.75244140625
49000,0.7101472020149231,0.5,0.0005320191143722939,0.743896484375
49500,0.7018470764160156,0.5,0.0005240175265777362,0.75390625
50000,0.7171886563301086,0.5,0.0005160097684788501,0.7489013671875
50500,0.7274799346923828,0.5,0.0005079978973359574,0.7596435546875
51000,0.696405291557312,0.5,0.0004999839714660559,0.744384765625
51500,0.7026441097259521,0.5,0.0004919700497140194,0.759521484375
52000,0.7078022956848145,0.5,0.00048395819092366386,0.744873046875
52500,0.7181782126426697,0.5,0.00047595045340881364,0.7427978515625
53000,0.7226979732513428,0.5,0.0004679488944245019,0.757568359375
53500,0.7062843441963196,0.5,0.00045995556963844656,0.7542724609375
54000,0.7186762690544128,0.5,0.00045197253260292956,0.7454833984375
54500,0.6944639682769775,0.5,0.0004440018342272243,0.752197265625
55000,0.7060254216194153,0.5,0.0004360455222506984,0.751220703125
55500,0.7203664779663086,0.5,0.0004281056407167326,0.7491455078125
56000,0.7016901969909668,0.5,0.00042018422944758944,0.753173828125
56500,0.7074496150016785,0.5,0.0004122833235203644,0.7532958984375
57000,0.7151038646697998,0.5,0.0004044049527441592,0.753173828125
57500,0.7120757699012756,0.5,0.0003965511411386055,0.7568359375
58000,0.6991450190544128,0.5,0.00038872390641387803,0.756591796875
58500,0.7252057790756226,0.5,0.00038092525945232725,0.7437744140625
59000,0.719374418258667,0.5,0.0003731572037918676,0.7562255859375
59500,0.7127922773361206,0.5,0.00036542173511125035,0.746826171875
60000,0.6972522139549255,0.5,0.0003577208407173594,0.747314453125
60500,0.7213104963302612,0.5,0.0003500564990346525,0.75439453125
61000,0.7223550081253052,0.5,0.0003424306790968895,0.7528076171875
61500,0.7057734727859497,0.5,0.00033484534004127076,0.744140625
62000,0.7120233774185181,0.5,0.0003273024306051169,0.7508544921875
62500,0.7020899653434753,0.5,0.00031980388862522425,0.7459716796875
63000,0.7216529846191406,0.5,0.00031235164054001577,0.758544921875
63500,0.7017958760261536,0.5,0.00030494760089462466,0.7451171875
64000,0.7087303400039673,0.5,0.0002975936718490306,0.7462158203125
64500,0.7105982899665833,0.5,0.00029029174268937975,0.7491455078125
65000,0.7107667922973633,0.5,0.0002830436893426098,0.7490234375
65500,0.7141591310501099,0.5,0.00027585137389451097,0.7567138671875
66000,0.6989210247993469,0.5,0.000268716644111338,0.7529296875
66500,0.7032259106636047,0.5,0.0002616413329651045,0.7392578125
